Restaurant ID,Restaurant Name,City,Address,Zone,Average Cost for two,Price range,Aggregate rating,Rating color,Rating text,Votes,Cuisines,Has Online delivery,Is delivering now,
3400025,Jahanpanah,Agra,"E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",North central Zone,850,3,3.9,Yellow,Good,140,"French, Japanese, Desserts",No,No,
3400341,Rangrezz Restaurant,Agra,"E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",North central Zone,700,2,3.5,Yellow,Good,71,Japanese,No,No,
3400005,Time2Eat - Mama Chicken,Agra,"Main Market, Sadar Bazaar, Agra Cantt, Agra",North central Zone,500,2,3.6,Yellow,Good,94,"Seafood, Asian, Filipino, Indian",No,No,
3400021,Chokho Jeeman Marwari Jain Bhojanalya,Agra,"1/48, Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra",North central Zone,400,2,4,Green,Very Good,87,"Japanese, Sushi",No,No,
3400017,Pinch Of Spice,Agra,"23/453, Opposite Sanjay Cinema, Wazipura Road, Sanjay Place, Civil Lines, Agra",North central Zone,1000,3,4.2,Green,Very Good,177,"Japanese, Korean",No,No,
3400325,MoMo Cafe,Agra,"Courtyard by Marriott Agra, Phase 2, Fatehabad Road, Tajganj, Agra",North central Zone,2000,4,4,Green,Very Good,45,Chinese,No,No,
3400059,Peshawri - ITC Mughal,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra",North central Zone,2500,4,4.3,Green,Very Good,133,"Asian, European",No,No,
3400060,Taj Bano - ITC Mughal,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra",North central Zone,2500,4,4,Green,Very Good,41,"Seafood, Filipino, Asian, European",No,No,
3400348,G Thal,Agra,"3/20, KPS Tower, Near Tulsi Talkies, Bypass Road, Khandari, Agra",North central Zone,800,3,3.6,Yellow,Good,59,"European, Asian, Indian",No,No,
3400072,Dawat-e-Nawab - Radisson Blu,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra",North central Zone,3600,4,3.8,Yellow,Good,46,Filipino,No,No,
3400073,The Latitude - Radisson Blu,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra",North central Zone,0,1,3.9,Yellow,Good,103,"Filipino, Mexican",No,No,
3400019,Dasaprakash Restaurant,Agra,"Meher Cinema Complex, Gwalior Road, Rakabganj, Agra",North central Zone,550,2,4.1,Green,Very Good,121,"American, Ice Cream, Desserts",No,No,
3400033,The Charcoal Chimney,Agra,"Hotel Samovar, Fatehabad Road, Tajganj, Agra",North central Zone,1100,3,3.4,Orange,Average,70,"Filipino, Mexican",No,No,
3400346,Sheroes Hangout,Agra,"Opposite The Gateway Hotel, Fatehabad Road, Tajganj, Agra",North central Zone,0,1,4.9,Dark Green,Excellent,77,Filipino,No,No,
3400350,Bon Barbecue,Agra,"Parador Hotel, 3A-3B, Phase 1, Fatehabad Road, Taj Nagri, Tajganj, Agra",North central Zone,1500,4,3.8,Yellow,Good,57,Korean,No,No,
3400391,Chapter 1 Cafe,Agra,"1374 K/1375 K, 2nd floor, Dinesh Nagar, Fatehbad Road, Tajganj, Agra",North central Zone,0,1,3.9,Yellow,Good,98,"Cafe, American, Italian, Filipino",No,No,
3400016,Pind Balluchi,Agra,"Opposite Saga Emporium, Fatehabad Road, Tajganj, Agra",North central Zone,900,3,3.7,Yellow,Good,175,"Italian, Pizza",No,No,
3400105,Pizza Hut,Agra,"8, Handicraft Nagar, Fatehabad Road, Tajganj, Agra",North central Zone,700,2,4.4,Green,Very Good,134,Filipino,No,No,
3400326,Tea'se Me - Rooftop Tea Boutique,Agra,"Near Purani Mandi Crossing,Fatehabad Road, Tajganj, Agra",North central Zone,1000,3,4.2,Green,Very Good,166,"Cafe, Korean, Desserts",No,No,
3400392,Thaaliwala,Agra,"Next To ITC Mughal Hotel, Fatehabad Road, Tajganj, Agra",North central Zone,700,2,4.1,Green,Very Good,168,"Cafe, Bakery, American, Italian",No,No,
111895,650 - The Global Kitchen,Ahmedabad,"Shreekunj Mandapam, Beside Golden Tulip Bunglows & Tulip Citadel, Manekbaug, Ambavadi, Ahmedabad",Western Zone,900,3,4.2,Green,Very Good,1582,"Seafood, American, Mediterranean, Japanese",No,No,
110502,Patang - The Revolving Restaurant,Ahmedabad,"Chinubhai Tower, Nehru Bridge Corner, Ashram Road, Ahmedabad",Western Zone,1800,4,3.7,Yellow,Good,1315,"American, Asian, Italian, Seafood",No,No,
18396250,Huber & Holly,Ahmedabad,"7 B, Circle  B, Opposite Rajpath Club, Sarkhej, Gandhinagar Highway, Bodakdev, Ahmedabad",Western Zone,300,1,4.5,Dark Green,Excellent,217,"Fast Food, French",No,No,
113702,@Mango,Ahmedabad,"Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Western Zone,800,3,4.1,Green,Very Good,769,Cafe,No,No,
113433,Fozzie's Pizzaiolo,Ahmedabad,"Ground Floor, Maruti Crystal, Opposite Rajpath Club, Service Road, Bodakdev, Ahmedabad",Western Zone,900,3,4.3,Green,Very Good,731,Bakery,No,No,
18438909,La Pino'z Pizza,Ahmedabad,"Shop 10,  Circle B, Nyay Marg, Bodakdev, Ahmedabad",Western Zone,500,2,4.4,Green,Very Good,113,Brazilian,No,No,
18143128,Mocha,Ahmedabad,"6-9, Ground Floor, Devashish Business Park, Opposite Krishna Complex, Bodakdev, Ahmedabad",Western Zone,1000,3,4.4,Green,Very Good,944,Pizza,No,No,
18438944,Blue -  Rooftop Cafe Restaurant Bistro,Ahmedabad,"10th Floor, Balaji Heights Buliding, Behind Tanishq Showroom, C G Road, Ahmedabad",Western Zone,1000,3,3.8,Yellow,Good,63,Japanese,No,No,
110436,MoMo Caf¡? - Courtyard By Marriott,Ahmedabad,"Courtyard By Marriott, Ramdevnagar Cross Road, Satellite, Ahmedabad",Western Zone,1400,3,3.6,Yellow,Good,375,Arabian,No,No,
18385201,Cryo Lab,Ahmedabad,"Ground Floor, Arjun Avenue, Opposite Samartheshwar Mahadev, Law Garden, Ahmedabad",Western Zone,350,2,4.6,Dark Green,Excellent,166,Japanese,No,No,
110395,Swati Snacks,Ahmedabad,"Near Law Garden, Ellis Bridge, Ahmedabad",Western Zone,450,2,4.4,Green,Very Good,697,"Brazilian, Cafe",No,No,
18335583,Brick Kitchen,Ahmedabad,"At Five Petals Hotel & Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Western Zone,900,3,4.3,Green,Very Good,325,Italian,No,No,
110237,Kabir Restaurant,Ahmedabad,"JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Western Zone,600,2,3.8,Yellow,Good,432,Pizza,No,No,
113537,Puffizza,Ahmedabad,"103, Kairos, Opposite Mahatma Gandhi Labour Institute, Drive In Road, Gurukul, Ahmedabad",Western Zone,700,2,4.3,Green,Very Good,744,"Bar Food, Brazilian",No,No,
113703,Cafe Alfresco,Ahmedabad,"101, Dynamic House, Vijay Cross Road, Above HDFC Bank, Opposite Child Care Hospital, Navrangpura, Ahmedabad",Western Zone,700,2,4,Green,Very Good,404,"Mexican, Grill",No,No,
18385186,The Cafe Baraco,Ahmedabad,"34, Shribhuvan Complex, Near Memnagar Fire Station, Navrangpura, Ahmedabad",Western Zone,600,2,4.4,Green,Very Good,317,International,No,No,
113325,Nini's Kitchen,Ahmedabad,"12, First Floor, Camps Corner 2, Opposite Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Western Zone,950,3,4.5,Dark Green,Excellent,1138,"Peruvian, Latin American",No,No,
111826,Yanki Sizzlers,Ahmedabad,"4, Ground Floor, Binori Ambit, Next to Renault Showroom, Thaltej Circle, Thaltej, Ahmedabad",Western Zone,1200,3,4.1,Green,Very Good,1041,"American, Grill",No,No,
110516,The Garden Cafe - The Fern,Ahmedabad,"The Fern, Near Sola Overbridge, S G Highway, Sola, Ahmedabad",Western Zone,1200,3,4.1,Green,Very Good,192,Seafood,No,No,
18371341,Mazzo,Ahmedabad,"27, Sunshine Villa, Sunrise Park Society, Vastrapur, Ahmedabad",Western Zone,550,2,3.9,Yellow,Good,166,International,No,No,
113570,Turquoise Villa,Ahmedabad,"Ground Floor, Shanay - 1, Near AMA, IIM Road, Vastrapur, Ahmedabad",Western Zone,1200,3,4,Green,Very Good,535,Italian,No,No,
2400020,Aryan Family's Delight,Allahabad,"Ground Floor, Vinayak City Centre, Sardar Patel Marg, Civil Lines, Allahabad",North central Zone,500,3,3.4,Orange,Average,57,"American, Burger",No,No,
2400148,Bean Here,Allahabad,"Vinayak Pushp, 77 Elgin Road, Near Florista, Civil Lines, Allahabad",North central Zone,350,2,3.3,Orange,Average,76,"Seafood, Bar Food, Brazilian",No,No,
2400019,Bikanerwala,Allahabad,"2A, JMD Bhawan, Strachey Road, Civil Lines, Allahabad",North central Zone,500,3,3.2,Orange,Average,51,"Desserts, Cafe",No,No,
2400193,Dewsis,Allahabad,"2, MG Marg, Opposite Hanuman Mandir, Civil Lines, Allahabad",North central Zone,600,3,3.4,Orange,Average,99,"Juices, Healthy Food",No,No,
2400027,Friends Forever,Allahabad,"13/13, Sardar Patel Marg, Civil Lines, Allahabad",North central Zone,600,3,3.4,Orange,Average,83,"Beverages, Bar Food, Fast Food",No,No,
17960073,Hotel Ravisha Continental,Allahabad,"57 A, Purshottamdas Tandon Marg, Civil Lines, Allahabad",North central Zone,600,3,3.4,Orange,Average,18,Lebanese,No,No,
2400119,KFC,Allahabad,"P Square Mall, Civil Lines, Allahabad",North central Zone,500,3,3.4,Orange,Average,58,Burger,No,No,
2400014,McDonald's,Allahabad,"Shop 4, 34-B, M G Marg, Civil Lines, Allahabad",North central Zone,400,2,3.3,Orange,Average,53,"Brazilian, Bar Food",No,No,
2400403,Pind Balluchi,Allahabad,"5-A, Sardar Patel Marg, Civil Lines, Allahabad",North central Zone,800,3,3.2,Orange,Average,6,"Brazilian, Healthy Food, Juices, Pizza",No,No,
2400349,Pizza Hut,Allahabad,"31/31, Sardar Patel Marg, Civil Lines, Allahabad",North central Zone,700,3,3.4,Orange,Average,35,"Brazilian, Bar Food",No,No,
2400279,Subway,Allahabad,"207/53, Mahatma Gandhi Marg, Civil Lines, Allahabad",North central Zone,400,2,3.4,Orange,Average,32,Brazilian,No,No,
2400017,Tandoor Restaurant,Allahabad,"17/33, Mahatama Gandhi Marg, Civil Lines, Allahabad",North central Zone,500,3,3.2,Orange,Average,151,Brazilian,No,No,
18317988,The BrewMaster,Allahabad,"Near Vishal Megamart, Civil Lines, Allahabad",North central Zone,0,1,3.3,Orange,Average,49,Italian,No,No,
2400144,The Tamarind Tree,Allahabad,"60 C, Thornhill Road, Civil Lines, Allahabad",North central Zone,500,3,3.4,Orange,Average,106,Japanese,No,No,
2400195,Cafe El Chico,Allahabad,"24, Mahatma Gandhi, Civil Lines, Allahabad",North central Zone,1000,4,3.6,Yellow,Good,59,"Bakery, Sandwich, Brazilian",No,No,
2400052,Eat On,Allahabad,"Palace Compound, Near Palace Cinema, MG Marg, Civil Lines, Allahabad",North central Zone,200,1,3.7,Yellow,Good,105,Brazilian,No,No,
2400016,Hot Stuff,Allahabad,"21 C, Lal Bhadhur Shastri Marg, Civil Lines, Allahabad",North central Zone,500,3,3.5,Yellow,Good,105,"Brazilian, Seafood",No,No,
2400293,Paradise,Allahabad,"19/35, MG Marg, Civil Lines, Allahabad",North central Zone,500,3,3.6,Yellow,Good,57,"Bar Food, Brazilian",No,No,
2400009,Sagar Ratna,Allahabad,"3/3, Near Balson Crossing, Hashimpur Road, Tagore Town, Allahabad",North central Zone,400,2,3.5,Yellow,Good,134,Brazilian,No,No,
2400010,Moti Mahal Delux,Allahabad,"Second Floor, Vinayak City Center Mall, SP Marg, Civil Lines, Allahabad",North central Zone,800,3,3.3,Orange,Average,58,"Brazilian, Bar Food",No,No,
2200011,Makhan Fish and Chicken Corner,Amritsar,"21-A, Near Madaan Hospital, Majitha Road, Basant Nagar, Amritsar",Northern Zone,700,2,3.4,Orange,Average,345,"Brazilian, Bar Food",No,No,
2200078,Charming Chicken,Amritsar,"Shop 3, Opposite Nari Nikaten, Majithia Road, Near Basant Nagar, Amritsar",Northern Zone,300,1,3.9,Yellow,Good,151,"Italian, Pizza",No,No,
18204507,Ahuja Milk Bhandar,Amritsar,"Dhab Khatikan, Near Hindu College, Hathi Gate, Amritsar",Northern Zone,100,1,4,Green,Very Good,52,"Steak, BBQ",No,No,
2200030,Crystal Restaurant,Amritsar,"Crystal Chowk, Queens Road, INA Colony, Amritsar",Northern Zone,800,3,3.4,Orange,Average,122,Indian,No,No,
2200201,Brijwasi Chat Bhandar,Amritsar,"Crystal Chowk, Cooper Road, Near INA Colony",Northern Zone,150,1,3.6,Yellow,Good,56,Brazilian,No,No,
2200067,Bubby Fish & Chicken Corner,Amritsar,"Near Crystal Chowk, Cooper Road, INA Colony, Amritsar",Northern Zone,300,1,3.5,Yellow,Good,91,"Beverages, International",No,No,
2200358,Bon Gateau,Amritsar,"SCF 27, C Block Market, Ranjit Avenue, Amritsar",Northern Zone,500,2,3.4,Orange,Average,26,"French, Brazilian, Beverages",No,No,
2200001,The Yellow Chilli,Amritsar,"108, GRD Towers, District Shopping Center, Ranjit Avenue, Amritsar",Northern Zone,1200,3,3.4,Orange,Average,98,"Brazilian, Grill",No,No,
2200033,La Roma Pizzeria,Amritsar,"SCO 6, District Shopping Complex, Ranjit Avenue, Amritsar",Northern Zone,400,2,3.5,Yellow,Good,111,Brazilian,No,No,
2200283,Sakhis Watz Kukin,Amritsar,"M 47, Green Avenue, opp Main Park, Amritsar",Northern Zone,700,2,3.6,Yellow,Good,51,French,No,No,
2200045,The Kulcha Land,Amritsar,"Opposite M.K Hotel, District Shopping Centre, Ranjit Avenue, Amritsar",Northern Zone,200,1,3.9,Yellow,Good,206,"Sushi, Japanese",No,No,
2200149,Shudh Restaurant,Amritsar,"Opposite Gurudwara Saragarhi, Near Dharm Singh Market Chowk, Fuwara, Town Hall, Amritsar",Northern Zone,600,2,3.4,Orange,Average,44,"BBQ, Grill, Brazilian",No,No,
2200043,Bade Bhai Ka Brothers' Dhaba,Amritsar,"Near Amritsar Municipal Corporation, Town Hall, Amritsar",Northern Zone,500,2,3.7,Yellow,Good,94,Sushi,No,No,
2200044,Bharawan Da Dhaba,Amritsar,"Near Amritsar Municipal Corporation, Town Hall, Amritsar",Northern Zone,500,2,3.5,Yellow,Good,461,"Gourmet Fast Food, Burger",No,No,
2200132,Brothers Dhaba,Amritsar,"Golden Temple Out Road, Opposite Amritsar Municipal Corporation, Town Hall, Amritsar",Northern Zone,500,2,3.8,Yellow,Good,276,"Brazilian, Italian",No,No,
2200236,Brothers' Amritsari Dhaba,Amritsar,"Phawara Chowk, Town Hall, Amritsar",Northern Zone,400,2,3.8,Yellow,Good,71,Italian,No,No,
2200175,Gurdas Ram Jalebi Wala,Amritsar,"Near Golden Temple, Town Hall, Amritsar",Northern Zone,100,1,4.1,Green,Very Good,104,"Brazilian, Mineira",No,No,
2200000,Kesar Da Dhabha,Amritsar,"Near Telephone Exchange, Chowk Passian, Shastri Market, Near Town Hall, Amritsar",Northern Zone,500,2,4.1,Green,Very Good,878,Brazilian,No,No,
2200055,Beera Chicken Corner,Amritsar,"Opposite Bandari Hospital, Sehaj Avenue, Majitha Road, Near White Avenue, Amritsar",Northern Zone,500,2,3.8,Yellow,Good,192,"Brazilian, North Eastern",No,No,
2200034,Surjit Food Plaza,Amritsar,"Shop 4, Nehru Shopping Complex, Lawrence Road, White Avenue, Amritsar",Northern Zone,1000,3,3.5,Yellow,Good,96,"Brazilian, Bar Food, Beverages",No,No,
2200153,Kanha Sweets,Amritsar,"Shop 1, Opposite Bijli Pehalwan Mandir, Lawrence Road, White Avenue, Amritsar",Northern Zone,150,1,4.1,Green,Very Good,140,"Lebanese, Arabian",No,No,
2500023,Kream N Krunch,Aurangabad,"2, Near Akashwani Circle, Mahesh Nagar, Jalna Road, Akashwani, Aurangabad",Central Zone,800,3,3.6,Yellow,Good,240,"BBQ, Burger, Seafood",No,No,
2500076,Balbeer's Kitchen & Bar,Aurangabad,"Shendra, Near Cambridge School, Jalna Road, Chicalthana, Aurangabad",Central Zone,850,3,3.3,Orange,Average,65,"American, BBQ",No,No,
2500054,Angeethi Restaurant,Aurangabad,"Seven Hill Flyover, Jalna Road, Vidya Nagar, CIDCO, Aurangabad",Central Zone,600,2,3.3,Orange,Average,63,,No,No,
2500134,Domino's Pizza,Aurangabad,"8, Upper Ground Floor, City Pride Commercial Complex, Kali Bawdi, Jalna Road, CIDCO, Aurangabad",Central Zone,700,2,3.1,Orange,Average,19,Mexican,No,No,
2500069,Hotel Laadli,Aurangabad,"Goodwill Complex, Opposite Cidco Busstand, N-2, CIDCO, Aurangabad",Central Zone,350,2,3.4,Orange,Average,46,"Coffee and Tea, Sandwich",No,No,
2500256,Indiana Veg Restaurant,Aurangabad,"Plot 2, Near High Court, N-3, CIDCO, Aurangabad",Central Zone,450,2,3.4,Orange,Average,75,,No,No,
2500024,Madhuban Restaurant - Welcome Hotel Rama International,Aurangabad,"Welcome Hotel Rama International, Opposite High Court, CIDCO, Aurangabad",Central Zone,1800,4,3.4,Orange,Average,94,Fast Food,No,No,
2500075,Mauj Restaurant,Aurangabad,"31, Kailash Arcade, Opposite Bank of Baroda, Connaught Place, CIDCO, Aurangabad",Central Zone,500,2,3.3,Orange,Average,47,"Asian, Chinese, Vegetarian",No,No,
2500029,Naivedya,Aurangabad,"Sakal Office, Jalna Road, CIDCO, Aurangabad",Central Zone,500,2,3.4,Orange,Average,71,"Pizza, Bar Food, Sandwich",No,No,
2500079,d' Curry House,Aurangabad,"Hotel Green Olive, Near Baba Petrol Pump, Nirala Bazar, Aurangabad",Central Zone,1000,3,3.6,Yellow,Good,73,"Steak, Tapas, Bar Food",No,No,
2500343,Mokoholic Juice Bar,Aurangabad,"Opposite Municipal Car Parking, Paithan Gate, Near Mondha, Aurangabad",Central Zone,300,1,3.5,Yellow,Good,21,"Chinese, Seafood, Vegetarian",No,No,
2500052,Ashoka's Veg Restaurant,Aurangabad,"31, Opposite Kohinoor Plaza, Near M P Law College, Nirala Bazar, Aurangabad",Central Zone,400,2,3.3,Orange,Average,46,Chinese,No,No,
2500062,Kareem's Fine Dining,Aurangabad,"A1-A3, Motiwala Complex, Below KFC Restaurant, Nirala Bazar, Aurangabad",Central Zone,700,2,3.3,Orange,Average,45,,No,No,
2500056,That Baat,Aurangabad,"Near Vivekanand College, Samarth Nagar, Nirala Bazar Road, Aurangabad",Central Zone,450,2,3.4,Orange,Average,34,"American, Burger, Sandwich",No,No,
2500030,Bhoj Restaurant,Aurangabad,"First Floor, Bhau Pathak Smriti Kamgar Bhavan, CBS Road, Nirala Bazar, Aurangabad",Central Zone,450,2,3.7,Yellow,Good,89,"American, Steak",No,No,
2500390,Downside Up,Aurangabad,"6&7 B, Kuber Avenue, Rana Nagar, Near Nyay Nagar, Aurangabad",Central Zone,400,2,3.2,Orange,Average,8,"Japanese, Steak, Sushi",No,No,
2500007,Kareem's Kabab & Biryani,Aurangabad,"First Floor, Food Court, Prozone Mall, MIDC Industrial Area, Chicalthana, Aurangabad",Central Zone,650,2,3.4,Orange,Average,39,"Japanese, Steak, Sushi",No,No,
2500123,Great Sagar Restaurant,Aurangabad,"Near Bhadkal Gate, VIP Road, Shahgunj, Aurangabad",Central Zone,600,2,3.3,Orange,Average,74,"Seafood, Tapas, Bar Food",No,No,
2500122,Kailash Restaurant,Aurangabad,"Rachanakar colony, Railway Station Road, Usmanpura, Aurangabad",Central Zone,450,2,3.3,Orange,Average,76,"Italian, Pizza",No,No,
2500346,Yalla Yalla,Aurangabad,"Near Gopal Tea Corner, Usmanpura Circle, Usmanpura, Aurangabad",Central Zone,500,2,3.3,Orange,Average,71,"American, Breakfast, Diner",No,No,
50943,Sultans of Spice,Bangalore,"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Southern Zone,1300,3,4.1,Green,Very Good,2416,"Bar Food, Steak",No,No,
58268,The Fatty Bao - Asian Gastro Bar,Bangalore,"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Southern Zone,2400,4,4.7,Dark Green,Excellent,2369,"American, Southern, Southwestern",No,No,
51705,Toit,Bangalore,"298, Namma Metro Pillar 62, 100 Feet Road, Indiranagar, Bangalore",Southern Zone,2000,4,4.8,Dark Green,Excellent,10934,Southern,No,No,
18162866,Three Dots & A Dash,Bangalore,"840/1,100 Feet Road, Metro Pillar 56-57, Indiranagar, Bangalore",Southern Zone,1300,3,3.9,Yellow,Good,1354,Mexican,No,No,
18407918,Bombay Brasserie,Bangalore,"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Southern Zone,1500,3,4.2,Green,Very Good,231,"Japanese, Korean",No,No,
56464,Glen's Bakehouse,Bangalore,"297, 100 Feet Road, Indiranagar, Bangalore",Southern Zone,800,2,4,Green,Very Good,3533,"Breakfast, Burger, Sandwich",No,No,
18221572,Onesta,Bangalore,"501, Binnamangala Extension, 1st stage, C.M.H Road, Indiranagar, Bangalore",Southern Zone,600,2,4.3,Green,Very Good,1413,"Breakfast, Sandwich",No,No,
18359919,Onesta,Bangalore,"Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",Southern Zone,600,2,4.6,Dark Green,Excellent,781,"American, Burger, Sandwich",No,No,
18439634,ECHOES Koramangala,Bangalore,"44, 4th B Cross, Koramangala 5th Block, Bangalore",Southern Zone,950,2,4.7,Dark Green,Excellent,276,"American, Italian, Pizza",No,No,
51040,Truffles,Bangalore,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Southern Zone,800,2,4.7,Dark Green,Excellent,9667,"American, Italian, Pizza",No,No,
54162,The Black Pearl,Bangalore,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Southern Zone,1400,3,4.1,Green,Very Good,5385,American,No,No,
18305628,Eat Street,Bangalore,"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Southern Zone,400,1,4.3,Green,Very Good,753,"International, Southern, Vegetarian",No,No,
18385443,Koramangala Social,Bangalore,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Southern Zone,1500,3,4.5,Dark Green,Excellent,1288,Sandwich,No,No,
56618,AB's - Absolute Barbecues,Bangalore,"90/4, 3rd Floor, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",Southern Zone,1400,3,4.6,Dark Green,Excellent,6907,Italian,No,No,
18353121,Flechazo,Bangalore,"9/1, 1st Floor, Above Surya Nissan, VRR Orchid, Doddanakkundi, Marathahalli, Bangalore",Southern Zone,1200,3,4.4,Green,Very Good,983,"Asian, Japanese, Sushi",No,No,
18366652,Onesta,Bangalore,"215, 216 & 220, Devasandra Village, Kasaba Hobli, New BEL Road, Bangalore",Southern Zone,600,2,4.6,Dark Green,Excellent,627,"Mexican, Spanish",No,No,
18430785,Communiti,Bangalore,"67 & 68, Brigade Solitaire, Opposite to Advaith Hyundai, Residency Road, Bangalore",Southern Zone,1200,3,4.2,Green,Very Good,334,"International, Southern",No,No,
58882,Big Brewsky,Bangalore,"Behind MK Retail, Before WIPRO Corporate Office, Sarjapur Road, Bangalore",Southern Zone,1800,3,4.5,Dark Green,Excellent,5705,Bar Food,No,No,
18422898,Hoot,Bangalore,"BBMP 2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",Southern Zone,1400,3,3.9,Yellow,Good,405,"Italian, Pizza, Sandwich",No,No,
18339874,Farzi Cafe,Bangalore,"202, Level 2, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",Southern Zone,1500,3,4.4,Green,Very Good,754,"Burger, Bar Food",No,No,
2600472,Black N White Cafe,Bhopal,"G-1, Raksha Tower, Eden Garden, Arera Colony, Bhopal",Central Zone,200,1,3.3,Orange,Average,51,"Desserts, Latin American, Argentine",No,No,
2600514,Maybe There,Bhopal,"4th floor,10th Cross Road Building, Above Vishal Fitness Centre, 10 Main Road, Arera Colony, Bhopal",Central Zone,600,2,3.4,Orange,Average,63,"Chinese, Steak",No,No,
2600109,Sagar Gaire Fast Food,Bhopal,"10, Number Market, Arera Colony, Bhopal",Central Zone,250,1,4.9,Dark Green,Excellent,427,"American, Caribbean, Seafood",No,No,
2600311,The Kasbah,Bhopal,"110/7, Mandakini, Opposite Union Bank, Kolar Main Road, Arera Colony, Bhopal",Central Zone,700,2,3.9,Yellow,Good,126,"International, Tapas, Vegetarian",No,No,
2600008,Bake N Shake,Bhopal,"B-1, GM Tower,  Stop No. 10, Arera Colony, Bhopal",Central Zone,500,2,4.2,Green,Very Good,223,"Desserts, Sandwich, Southern",No,No,
2600031,10 Downing Street,Bhopal,"Third Floor, DB City Mall, Maharana Pratap Nagar, Bhopal",Central Zone,1000,3,4,Green,Very Good,257,"American, Burger",No,No,
2600250,Chi Kitchen,Bhopal,"12-13, Food Court, DB City Mall, Maharana Pratap Nagar, Bhopal",Central Zone,1000,3,4,Green,Very Good,103,"Breakfast, French",No,No,
2600025,Pizza Hut,Bhopal,"Third Floor, DB City Mall, Arera Hills, Maharana Pratap Nagar, Bhopal",Central Zone,650,2,4.1,Green,Very Good,118,BBQ,No,No,
2600494,Kafe Kulture,Bhopal,"A-66A, Jai Bhawani Housing Society, Bawadiyan Kalan, Gulmohar Colony, Bhopal",Central Zone,600,2,3.8,Yellow,Good,98,American,No,No,
18108352,Violet Hour,Bhopal,"Shop 3-4, Plot 5B, Sai Mehndi Appartment, B.D.A,  Kohefiza Main Road, Kohefiza, Bhopal",Central Zone,500,2,3.8,Yellow,Good,33,"Desserts, Italian, Pizza",No,No,
2600079,Bapu Ki Kutia,Bhopal,"Behind Jyoti Cineplex, Zone 1, Maharana Pratap Nagar, Bhopal",Central Zone,550,2,3.5,Yellow,Good,175,"Italian, Pizza, Sandwich",No,No,
2600340,Da pizzeria,Bhopal,"177, Zone 2, Maharana Pratap Nagar, Bhopal",Central Zone,500,2,3.6,Yellow,Good,111,Mexican,No,No,
18461339,Papa Mexicano,Bhopal,"R-24, Zone II, Maharana Pratap Nagar, Bhopal",Central Zone,350,2,3.6,Yellow,Good,20,"Bar Food, Sandwich, Seafood",No,No,
2600010,Bake N Shake,Bhopal,"Near Jyoti Cineplex, Zone 1, Maharana Pratap Nagar, Bhopal",Central Zone,500,2,4.1,Green,Very Good,103,"Mexican, Southwestern, Sushi",No,No,
2600230,Manohar Dairy And Restaurant,Bhopal,"132, Zone 1, Maharana Pratap Nagar, Bhopal",Central Zone,400,2,4.4,Green,Very Good,243,Steak,No,No,
2600003,Manohar Dairy And Restaurant,Bhopal,"6, Hamidia Road, Opposite Alpana Cineplex, Peer Gate Area, Bhopal",Central Zone,400,2,4.1,Green,Very Good,238,Indian,No,No,
2600303,Kebabsville - Sayaji Hotel,Bhopal,"A-3,Van Vihar Road, Prempura, TT Nagar, Bhopal",Central Zone,1800,4,4.3,Green,Very Good,128,German,No,No,
2600180,Indian Coffee House,Bhopal,"Near Apex Bank, TT Nagar, Bhopal",Central Zone,500,2,3.9,Yellow,Good,161,Vietnamese,No,No,
2600393,The Urban Socialite,Bhopal,"Hotel Lake View Ashoka, 5th Floor, Shyamla Hills, TT Nagar, Bhopal",Central Zone,900,3,3.8,Yellow,Good,79,"Burger, Seafood",No,No,
2600007,Bake N Shake,Bhopal,"Bhadbhada Road, Near Rang Mahal Talkies, TT Nagar, Bhopal",Central Zone,500,2,4.3,Green,Very Good,120,Thai,No,No,
2900587,Tyre Patty,Bhubaneshwar,"3rd Floor, BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar",Eastern Zone,500,2,3.9,Yellow,Good,289,Mexican,No,No,
