Restaurant ID,Restaurant Name,City,Address,Zone,Average Cost for two,Price range,Aggregate rating,Rating color,Rating text,Votes,Cuisines,Has Online delivery,Is delivering now,
6377,Cakes & Bakes,New Delhi,"C-77, Shivalik Road, Malviya Nagar, New Delhi",Northern Zone,500,2,3.4,Orange,Average,75,"Chinese, Thai",No,No,
311609,Chatorey Chacha,New Delhi,"E-2/16, Near Shani Mandir, Malviya Nagar, New Delhi",Northern Zone,350,1,3.3,Orange,Average,51,"Bakery, Fast Food",No,No,
18175252,Chilli Dragon,New Delhi,"C-2, Ground Floor, Panchsheel Vihar, Malviya Nagar, New Delhi",Northern Zone,650,2,3.3,Orange,Average,35,"Beverages, Fast Food",No,No,
309448,DCK- Dana Choga's Kitchen,New Delhi,"E-2/4, Main Road, Malviya Nagar, New Delhi",Northern Zone,800,2,3.4,Orange,Average,297,Street Food,No,No,
2863,Divya's Rimpy Restaurant,New Delhi,"E-1/14, Main Road, Malviya Nagar, New Delhi",Northern Zone,800,2,3.2,Orange,Average,245,Fast Food,No,No,
5135,Express Dhaba,New Delhi,"489/55-1, Malviya Nagar, New Delhi",Northern Zone,650,2,2.7,Orange,Average,68,"South Indian, North Indian, Chinese",Yes,No,
300828,Go Foodie,New Delhi,"L-82, Shop 2, Ground Floor, Near Gol Chakkar, Malviya Nagar, New Delhi",Northern Zone,500,2,3.3,Orange,Average,105,"Mithai, Street Food",No,No,
18238307,Health Pan,New Delhi,"210-B, Near Syndicate Bank, Savitri Nagar, Malviya Nagar, New Delhi",Northern Zone,200,1,3.4,Orange,Average,45,"North Indian, Chinese",Yes,No,
1040,Karim's,New Delhi,"40-B, Corner Market, Malviya Nagar, New Delhi",Northern Zone,800,2,3,Orange,Average,183,"American, Fast Food, Salad, Healthy Food",Yes,No,
18285199,Karuna,New Delhi,"JB-9B, Shop 5, Gupta Colony, Khiki Extension, Malviya Nagar, New Delhi",Northern Zone,200,1,3,Orange,Average,15,"Bakery, Desserts",No,No,
303423,Kathi,New Delhi,"Shop 1, 179-D, Opposite Select City Walk Mall, Khirki Village, Malviya Nagar, New Delhi",Northern Zone,400,1,2.8,Orange,Average,75,"North Indian, Biryani, Chinese, Fast Food",Yes,Yes,
18354972,King Chilly Kitchen,New Delhi,"M-67-A, Malviya Nagar, New Delhi Tikona Park",Northern Zone,400,1,3.2,Orange,Average,17,"Chinese, North Indian, Italian, Fast Food",No,No,
18332076,Kolhapuri Veg Non-Veg Foods,New Delhi,"JD-26, Khidki Extension, Malviya Nagar, New Delhi",Northern Zone,300,1,3.3,Orange,Average,20,Street Food,No,No,
1406,Mehfil Dhaba,New Delhi,"2, Main Market, Malviya Nagar, New Delhi",Northern Zone,300,1,3.4,Orange,Average,214,North Indian,No,No,
308444,Moti Mahal Delux - Legendary Culinary,New Delhi,"489/55/2, Corner Market, Malviya Nagar, New Delhi",Northern Zone,600,2,2.6,Orange,Average,146,North Indian,Yes,No,
309452,Open Oven,New Delhi,"E-2/16, Malviya Nagar, New Delhi",Northern Zone,250,1,3.4,Orange,Average,103,Chinese,Yes,No,
310312,Paapi Paet,New Delhi,"E-5/1, Shop 5, Malviya Nagar, New Delhi",Northern Zone,550,2,3.3,Orange,Average,250,Bakery,Yes,No,
305162,Pepper Corn Express,New Delhi,"T-540, Opposite Arya Samaj Mandir, Malviya Nagar Corner Market, Malviya Nagar, New Delhi",Northern Zone,800,2,3.4,Orange,Average,50,Mughlai,No,No,
18471299,Pinch Of China,New Delhi,"C-2, Shop 2, Panchsheel Vihar, Malviya Nagar, New Delhi",Northern Zone,400,1,3.2,Orange,Average,14,"Mughlai, North Indian",No,No,
4855,Pizza Hut Delivery,New Delhi,"17 & 18, Corner Market, Malviya Nagar, New Delhi",Northern Zone,800,2,2.8,Orange,Average,120,Chinese,No,No,
18272382,Punjabee's Darbar,New Delhi,"Shop 9, Corner Market, Malviya Nagar, New Delhi",Northern Zone,700,2,3,Orange,Average,34,"North Indian, Italian, Chinese, Fast Food",Yes,No,
313398,Ramjee's,New Delhi,"E-2/16, 1st Floor, Near Shani Mandir, Malviya Nagar, New Delhi",Northern Zone,150,1,3.3,Orange,Average,62,"Beverages, Fast Food",No,No,
307746,Rollmaal,New Delhi,"Shop 9, Corner Market, Malviya Nagar, New Delhi",Northern Zone,500,2,3.4,Orange,Average,218,North Indian,No,No,
3043,Shaolin,New Delhi,"2/30, Shivalik Geetanjali Road, Malviya Nagar, New Delhi",Northern Zone,800,2,3.4,Orange,Average,217,North Indian,Yes,No,
301190,Subway,New Delhi,"1/3, E Block, Main Road, Malviya Nagar, New Delhi",Northern Zone,500,2,2.8,Orange,Average,183,North Indian,No,No,
18233599,The Chocolate Room,New Delhi,"B-6, Ground Floor, Shivalik, Malviya Nagar, New Delhi",Northern Zone,850,2,3.4,Orange,Average,155,North Indian,Yes,No,
1036,The Delhi Heights,New Delhi,"2 & 3, E-6/12, Main Road, Malviya Nagar, New Delhi",Northern Zone,800,2,2.8,Orange,Average,198,Street Food,No,No,
310665,Thok (The House of Kakori),New Delhi,"Malviya Nagar, New Delhi",Northern Zone,600,2,3.4,Orange,Average,485,"Mughlai, Fast Food",No,No,
18322671,Uloo,New Delhi,"JE 2, Malviya Nagar, New Delhi",Northern Zone,600,2,3.2,Orange,Average,134,"North Indian, Chinese",Yes,No,
18353692,Vadapav Junction & More,New Delhi,"Shop 4, Opposite Main Market, Malviya Nagar, New Delhi",Northern Zone,350,1,3.3,Orange,Average,37,"Raw Meats, North Indian, Fast Food",No,No,
18365877,Behrouz Biryani,New Delhi,"Malviya Nagar, New Delhi",Northern Zone,600,2,3.6,Yellow,Good,61,"North Indian, South Indian, Chinese",No,No,
310848,Beliram Degchiwala,New Delhi,"Shop 10 & 11, Corner Market, Malviya Nagar, New Delhi",Northern Zone,900,2,3.5,Yellow,Good,226,"Chinese, Fast Food, Ice Cream",No,No,
18398602,Bhukkhar,New Delhi,"T -7A, Opposite 90/14-A, Khirki Extension, Malviya Nagar, New Delhi",Northern Zone,500,2,3.9,Yellow,Good,100,"North Indian, Mughlai, Chinese",No,No,
18376472,Biryani Blues,New Delhi,"Building 2, Ground Floor, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Northern Zone,1000,3,3.9,Yellow,Good,113,"North Indian, Mughlai",Yes,No,
18455531,Bun Intended,New Delhi,"Malviya Nagar, New Delhi",Northern Zone,850,2,3.9,Yellow,Good,50,"North Indian, Chinese, Italian",No,No,
18208912,Casa Asia,New Delhi,"Opposite Select Citywalk, J Block, Malviya Nagar, New Delhi",Northern Zone,650,2,3.8,Yellow,Good,306,"North Indian, Mughlai, Chinese, Continental",Yes,No,
2586,Chic Fish,New Delhi,"32, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Northern Zone,750,2,3.5,Yellow,Good,361,"North Indian, Mediterranean, Continental",No,No,
301722,Dunkin' Donuts,New Delhi,"C-6, Main Market, Malviya Nagar, New Delhi",Northern Zone,600,2,3.6,Yellow,Good,290,"North Indian, Mughlai, Chinese",Yes,No,
18285729,Farratta,New Delhi,"17-18, 1st Floor, Corner Market, Malviya Nagar, New Delhi",Northern Zone,800,2,3.7,Yellow,Good,93,"Cafe, Italian, Chinese, North Indian",Yes,No,
305526,Flavors of Chennai,New Delhi,"6, Corner Market, Near Hanuman Temple, Malviya Nagar, New Delhi",Northern Zone,400,1,3.7,Yellow,Good,370,North Indian,No,No,
18357542,Food For Thought,New Delhi,"14, Navjivan Vihar, Malviya Nagar, New Delhi",Northern Zone,700,2,3.8,Yellow,Good,55,"South Indian, North Indian, Chinese",No,No,
18291199,FreshMenu,New Delhi,"181-C, Khirki Extension, Malviya Nagar, New Delhi",Northern Zone,600,2,3.7,Yellow,Good,132,"Street Food, Mithai",No,No,
5726,Giani's,New Delhi,"2, C-10, Opposite ITI, Main Market, Malviya Nagar, New Delhi",Northern Zone,400,1,3.7,Yellow,Good,145,"North Indian, Mughlai, Continental, Chinese",Yes,No,
302922,Gopala,New Delhi,"C31, Main Market, Near HDFC Bank, Malviya Nagar, New Delhi",Northern Zone,250,1,3.8,Yellow,Good,45,"North Indian, Mughlai, Chinese",Yes,No,
7658,Green Chick Chop,New Delhi,"E 6/75, Main Road, Malviya Nagar, New Delhi",Northern Zone,350,1,3.5,Yellow,Good,52,"Street Food, North Indian",No,No,
18286490,Hunger Must Die,New Delhi,"Malviya Nagar, New Delhi",Northern Zone,500,2,3.7,Yellow,Good,99,"North Indian, Chinese, Continental",No,No,
7654,Kolkata Kathi Roll,New Delhi,"3, E-2/16, Malviya Nagar, New Delhi",Northern Zone,150,1,3.6,Yellow,Good,82,Fast Food,No,No,
18254534,Max Grille and Kitchen,New Delhi,"2A, Corner Market, Near Arya Samaj Mandir, Malviya Nagar, New Delhi",Northern Zone,850,2,3.5,Yellow,Good,99,"North Indian, Chinese",No,No,
9100,Moti Sweets,New Delhi,"C-5, Main Market, Malviya Nagar, New Delhi",Northern Zone,100,1,3.6,Yellow,Good,114,"Desserts, Fast Food, Ice Cream",No,No,
6475,Nazeer Foods,New Delhi,"C-5, Ground Floor, Main Market, Malviya Nagar, New Delhi",Northern Zone,650,2,3.6,Yellow,Good,427,"Ice Cream, Desserts",Yes,No,
300302,Nikashee,New Delhi,"E-1/12, Ground Floor, Main Market, Malviya Nagar, New Delhi",Northern Zone,600,2,3.7,Yellow,Good,408,"South Indian, North Indian, Chinese, Street Food, Fast Food",No,No,
304302,Noodle Box,New Delhi,"B1/12, Near Apeejay School, Malviya Nagar, New Delhi",Northern Zone,700,2,3.5,Yellow,Good,60,"South Indian, North Indian",No,No,
306166,Pema's,New Delhi,"Shop 3, 3/31, Upper Ground Floor, Shivalik Road, Malviya Nagar, New Delhi",Northern Zone,700,2,3.6,Yellow,Good,412,North Indian,No,No,
18345755,Plumber - The Lounge,New Delhi,"10 & 11, Corner Market, Malviya Nagar, New Delhi",Northern Zone,1500,3,3.9,Yellow,Good,38,"North Indian, Chinese",No,No,
9751,Pudding & Pie,New Delhi,"C-60, Shivalik Road, Malviya Nagar, New Delhi",Northern Zone,450,1,3.7,Yellow,Good,137,"North Indian, Chinese, Continental, Italian",Yes,No,
2867,RP's Restaurant,New Delhi,"50-D, Savitri Nagar, Main Road, Malviya Nagar, New Delhi",Northern Zone,700,2,3.5,Yellow,Good,259,Cafe,No,No,
8346,Soi Thai,New Delhi,"Shop 3, Navjivan Vihar Market, Navjivan Vihar, Malviya Nagar, New Delhi",Northern Zone,1500,3,3.6,Yellow,Good,148,"Chinese, North Indian, Mughlai",Yes,No,
305871,Speedy Chow,New Delhi,"9, 1st Floor, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Northern Zone,850,2,3.6,Yellow,Good,268,"Chinese, North Indian",Yes,No,
18425151,Stoned Age Kitchen,New Delhi,"H-18/11, Malviya Nagar, New Delhi",Northern Zone,400,1,3.9,Yellow,Good,91,"North Indian, Chinese",Yes,No,
998,Suribachi,New Delhi,"T-540, Panchshila Park, Malviya Nagar, New Delhi",Northern Zone,1500,3,3.5,Yellow,Good,104,"North Indian, Chinese, Mughlai",No,No,
452,Swagath,New Delhi,"C-8, Main Market, Malviya Nagar, New Delhi",Northern Zone,1500,3,3.5,Yellow,Good,168,"Pizza, Fast Food",No,No,
18163892,The Delhi Canteen,New Delhi,"30, Corner Market, Malviya Nagar, New Delhi",Northern Zone,1000,3,3.6,Yellow,Good,305,"Ice Cream, Desserts",Yes,No,
18432219,The Grill Kitchen,New Delhi,"Opposite Gurudwara, L Block Road, Sector 6, Malviya Nagar, New Delhi",Northern Zone,650,2,3.8,Yellow,Good,75,"Ice Cream, Desserts",Yes,No,
18458339,The Midnight Heroes,New Delhi,"Sri Aurbindo Marg, Malviya Nagar, New Delhi",Northern Zone,950,2,3.7,Yellow,Good,41,"North Indian, Chinese",Yes,No,
18375421,The Salad Bowl,New Delhi,"Navjeevan Vihar, Malviya Nagar, New Delhi",Northern Zone,800,2,3.5,Yellow,Good,34,"Desserts, Mithai",No,No,
209,Domino's Pizza,New Delhi,"C-7, Malviya Nagar, New Delhi",Northern Zone,700,2,2.3,Red,Poor,185,"North Indian, Mughlai, Chinese, Fast Food",Yes,No,
18428394,Food Army,New Delhi,"T-265 C/8A, Chirag Dilli, Malviya Nagar, New Delhi",Northern Zone,450,1,2.3,Red,Poor,18,South Indian,No,No,
1030,Moti Restaurant,New Delhi,"16, Main Market, Malviya Nagar, New Delhi",Northern Zone,550,2,2.4,Red,Poor,137,"North Indian, South Indian, Chinese, Fast Food",No,No,
7661,New Baba Da Dhaba,New Delhi,"J1/110, Gupta Colony, Near Saini Estate, Khirki Extension, Malviya Nagar, New Delhi",Northern Zone,400,1,2,Red,Poor,84,Hyderabadi,Yes,No,
6179,Tunday Kababi,New Delhi,"489, 55/4, Corner Market, Malviya Nagar, New Delhi",Northern Zone,600,2,2.2,Red,Poor,182,North Indian,No,No,
18446475,Dilli BC,New Delhi,"B-2, Local Shopping Complex, STC/MMTC Market, Near Sri Aurobindo College, Malviya Nagar, New Delhi",Northern Zone,700,2,4.4,Green,Very Good,84,"North Indian, Mughlai",No,No,
311161,Litti.In,New Delhi,"Shop 1-A, C-10, Ground Floor, Opposite HDFC Bank, Malviya Nagar, New Delhi",Northern Zone,300,1,4,Green,Very Good,308,North Indian,No,No,
313206,Nizam's Kathi Kabab,New Delhi,"33, Corner Market, Malviya Nagar, New Delhi",Northern Zone,900,2,4,Green,Very Good,153,South Indian,No,No,
18334452,Pepper Kitchen,New Delhi,"C 51, Ground Floor, Main Market, Malviya Nagar, New Delhi",Northern Zone,500,2,4,Green,Very Good,244,North Indian,No,No,
18253111,Rustom's Cafe & Bakery,New Delhi,"Khoj International Artists Association, S-17, Khirkee Extension, Malviya Nagar, New Delhi",Northern Zone,700,2,4.1,Green,Very Good,84,"Fast Food, North Indian, South Indian, Chinese, Street Food, Mithai",No,No,
18219545,Salad Days,New Delhi,"Shop 1&2, C51, Ground Floor, Malviya Nagar, New Delhi",Northern Zone,800,2,4,Green,Very Good,255,"North Indian, Mughlai, Chinese",Yes,No,
18348970,Stop My Starvation,New Delhi,"C-10, Malviya Nagar, New Delhi",Northern Zone,300,1,4.3,Green,Very Good,126,"North Indian, Mughlai, Chinese",Yes,No,
18334465,Sushi Junction,New Delhi,"Shivalik Road, Malviya Nagar, New Delhi",Northern Zone,1000,3,4,Green,Very Good,53,"Fast Food, North Indian, Chinese",No,No,
18272370,Vero Gusto,New Delhi,"C-4, Main Market, Malviya Nagar, New Delhi",Northern Zone,250,1,4.1,Green,Very Good,135,Mithai,No,No,
311846,Snack Junction,New Delhi,"Opposite FICCI Auditorium, Near Metro Station, Mandi House, New Delhi",Northern Zone,300,1,3.2,Orange,Average,10,"South Indian, Chinese, North Indian",No,No,
311432,Turant,New Delhi,"Opposite FICCI Auditorium, Near Metro Station, Mandi House, New Delhi",Northern Zone,300,1,3.3,Orange,Average,47,"North Indian, Chinese",No,No,
304972,Snacks Point,New Delhi,"Mandi House Metro Station, Mandi House, New Delhi",Northern Zone,100,1,0,White,Not rated,1,"North Indian, Chinese",No,No,
18356812,The Sweet Spot,New Delhi,"25, Central Lane, Bengali Market, Mandi House, New Delhi",Northern Zone,600,2,0,White,Not rated,2,"North Indian, Chinese, South Indian",Yes,No,
18294392,Kafe @ Museum,New Delhi,"National Museum, Mansingh Road, New Delhi",Northern Zone,300,1,0,White,Not rated,2,South Indian,Yes,No,
308489,Friends Cafe,New Delhi,"A-36, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi",Northern Zone,500,2,0,White,Not rated,2,"North Indian, Mughlai, Chinese",No,No,
313175,Aromas of Pind,New Delhi,"A-38, Mohan Cooperative Estate, Near Sarita Vihar Metro Station, Opposite Metro Pillar 302, Mathura Road, New Delhi",Northern Zone,1200,3,4.2,Green,Very Good,278,"North Indian, Chinese, Fast Food",Yes,No,
301842,Apna Dhaba and Caters,New Delhi,"Street 2, BE-335, Hari Nagar, Mayapuri Phase 2, New Delhi",Northern Zone,300,1,3.2,Orange,Average,20,"Italian, Chinese, North Indian",Yes,Yes,
311378,Green Chick Chop,New Delhi,"BE 359-A, Swargashram Road, Hari Nagar, Mayapuri Phase 2, New Delhi",Northern Zone,350,1,2.7,Orange,Average,7,South Indian,No,No,
301830,Jai Shree Durga South Indian Corner,New Delhi,"BE-324, Street 4, Hari Nagar, Mayapuri Phase 2, New Delhi",Northern Zone,350,1,3,Orange,Average,6,"Chinese, Mughlai, North Indian",Yes,No,
18323144,Malabar Catering House,New Delhi,"C-84, Mayapuri Industrial Area, Mayapuri Phase 2, New Delhi",Northern Zone,400,1,3.2,Orange,Average,13,Fast Food,Yes,No,
311377,Meenakshi Bhawan,New Delhi,"BE-334, Main Road, Hari Nagar, Mayapuri Phase 2, New Delhi",Northern Zone,300,1,3.1,Orange,Average,14,"European, Italian, Thai, Chinese, North Indian",No,No,
301848,New Raja Sweets,New Delhi,"A 140, Gandhi Nagar, Hari Nagar, Mayapuri Phase 2, New Delhi",Northern Zone,150,1,2.9,Orange,Average,18,"North Indian, Chinese",Yes,No,
307998,Pizza Treat,New Delhi,"A1, Main Gandhi Market, Hari Nagar, Mayapuri Phase 2, New Delhi",Northern Zone,250,1,3,Orange,Average,6,"Tibetan, Fast Food",No,No,
5940,Pudding & Pie,New Delhi,"B-99, Mayapuri Industrial Area, Mayapuri Phase 2, New Delhi",Northern Zone,450,1,3.1,Orange,Average,7,"Fast Food, Chinese",Yes,No,
301826,Rita Chinese Food,New Delhi,"B 357, Hari Nagar, Mayapuri Phase 2, New Delhi",Northern Zone,350,1,3.1,Orange,Average,10,"Bakery, Desserts, Fast Food",No,No,
312923,Vibes of Punjab,New Delhi,"C-101, Mayapuri, Main Road, Near DD Motors, Mayapuri Phase 2, New Delhi",Northern Zone,700,2,3.2,Orange,Average,21,"Bakery, Desserts",No,No,
301817,Ramji Di Hatti & Caterers,New Delhi,"BE-324, Street 4, Opposite M.I.G. Flats, Hari Nagar, Mayapuri Phase 2, New Delhi",Northern Zone,350,1,3.5,Yellow,Good,25,"North Indian, Mughlai",Yes,No,
301820,Spicy Tadka,New Delhi,"BE 332, Hari Nagar Street 3, Mayapuri Phase 2, New Delhi",Northern Zone,600,2,3.5,Yellow,Good,24,"North Indian, European, South Indian",Yes,No,
18460315,Mr. Tandoori Lal,New Delhi,"BE-321/A, Hari Nagar, Mayapuri Phase 2, New Delhi",Northern Zone,300,1,0,White,Not rated,3,Fast Food,Yes,No,
301809,Om Sweets & Caterers,New Delhi,"70, Hari Nagar, Near Jasrotia Hospital, Mayapuri Phase 2, New Delhi",Northern Zone,200,1,0,White,Not rated,3,"Cafe, Fast Food, Desserts",Yes,No,
18368012,Sardar Ji Take Away & Caterers,New Delhi,"A 148, Gandhi Market, Hari Nagar, Mayapuri Phase 2, New Delhi",Northern Zone,450,1,0,White,Not rated,2,Bakery,Yes,No,
18429423,9 is Mine,New Delhi,"4, BSES market, Pocket 1, Mayur Vihar Phase 1, New Delhi",Northern Zone,300,1,2.6,Orange,Average,4,"Mughlai, North Indian",Yes,No,
6180,Aashirwad,New Delhi,"A 1, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Northern Zone,450,1,3.2,Orange,Average,19,Street Food,No,No,
301108,Aggarwal Sweet & Bakers,New Delhi,"B-1/3B, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Northern Zone,150,1,2.9,Orange,Average,5,North Indian,Yes,No,
8105,Amit Hotel,New Delhi,"A 110, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Northern Zone,150,1,2.9,Orange,Average,7,North Indian,No,No,
313185,Angrezee Dhaba,New Delhi,"Mini DDA Market, Mayur Kunj, Mayur Vihar Phase 1, New Delhi",Northern Zone,350,1,2.8,Orange,Average,7,Desserts,No,No,
8109,Ankur Family Restaurant,New Delhi,"B 17/E Metro Station, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Northern Zone,300,1,2.9,Orange,Average,4,Fast Food,Yes,No,
304267,Bansal Sweet,New Delhi,"A 4/1, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Northern Zone,150,1,2.7,Orange,Average,20,"North Indian, Chinese",Yes,No,
313351,Baskin Robbins,New Delhi,"G-7-9, Sikka Plaza 2, Near Ahlcon Public School, Mayur Vihar Phase 1, New Delhi",Northern Zone,300,1,3.1,Orange,Average,13,"South Indian, North Indian",No,No,
309227,Caravan Resto Bar,New Delhi,"A-10, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Northern Zone,1100,3,3.2,Orange,Average,51,"Mithai, Street Food",No,No,
18285695,Celebration Multi Cuisine Restaurant,New Delhi,"15, Upper Ground Floor, Pratap Nagar, Near Mayur Vihar Phase 1, New Delhi",Northern Zone,500,2,2.7,Orange,Average,14,"American, Fast Food, Salad, Healthy Food",No,No,
18146358,Chatto Chapati,New Delhi,"288-B, Pocket 2, Mayur Vihar Phase 1, New Delhi",Northern Zone,250,1,3,Orange,Average,8,"Gujarati, Rajasthani, North Indian, Fast Food",Yes,No,
312715,Chawla's?_,New Delhi,"Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Northern Zone,750,2,2.7,Orange,Average,29,North Indian,No,No,
311245,China Town,New Delhi,"Samachar Market, DAV Complex, Mayur Vihar Phase 1, New Delhi",Northern Zone,300,1,2.7,Orange,Average,11,"Continental, Healthy Food",Yes,No,
6173,China Town,New Delhi,"Opposite Fine Home Apartments, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Northern Zone,350,1,2.7,Orange,Average,28,Chinese,No,No,
301353,Dazzle Pastry Shop,New Delhi,"P 19, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Northern Zone,150,1,2.6,Orange,Average,25,"Chinese, Fast Food",Yes,No,
300957,Delicacy Foods,New Delhi,"1, DDA Market, Pocket 4, Near Maharaja Agrasen College, Mayur Vihar Phase 1, New Delhi",Northern Zone,650,2,3.2,Orange,Average,86,"Chinese, Fast Food",Yes,No,
312703,Dolphin Rolls,New Delhi,"Shop 389, B Block, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Northern Zone,200,1,2.9,Orange,Average,6,Fast Food,No,No,
6183,Durbar Restaurant,New Delhi,"166, Pratap Nagar, Opposite Pocket 4, Mayur Vihar Phase 1, New Delhi",Northern Zone,500,2,2.7,Orange,Average,33,North Indian,No,No,
301037,Ever Green Pastry Shop,New Delhi,"230, Main Market, Mayur Vihar Phase 1, New Delhi",Northern Zone,200,1,3.1,Orange,Average,34,North Indian,No,No,
8069,Evergreen Sweets Corner,New Delhi,"A-650, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Northern Zone,100,1,3,Orange,Average,8,Chinese,No,No,
306107,Great Plates By AJ,New Delhi,"G-1-4, DLF Galleria Mall, District Centre, Mayur Vihar Phase 1, New Delhi",Northern Zone,900,2,3.1,Orange,Average,77,Cafe,No,No,
308359,Green Chick Chop,New Delhi,"Shop 3, 4, & 4-A, Samachar Market, Mayur Vihar Phase 1 Extension, Mayur Vihar Phase 1, New Delhi",Northern Zone,350,1,3.2,Orange,Average,24,Finger Food,No,No,
18260604,Haqeem's,New Delhi,"Shop 2, Plot 1, Sikka Plaza, Mayur Vihar Phase 1, New Delhi",Northern Zone,250,1,2.7,Orange,Average,14,"Fast Food, North Indian, Mughlai",No,No,
6185,Himalaya Food Corner,New Delhi,"C-24, Acharya Niketan, Near ICICI Bank, Mayur Vihar Phase 1, New Delhi",Northern Zone,500,2,2.7,Orange,Average,46,Street Food,No,No,
304259,Hot Joint Fast Food,New Delhi,"Metro Station Gate 1, Mayur Vihar Phase 1, New Delhi",Northern Zone,350,1,2.6,Orange,Average,61,"Continental, North Indian, American, Italian, Mexican",No,No,
300959,Hyderabadi Dum Biryani,New Delhi,"24, DDA Market, Pocket 4, Mayur Vihar Phase 1, New Delhi",Northern Zone,650,2,2.7,Orange,Average,60,"North Indian, Mughlai",No,No,
18238249,Kasturi Family Restaurant,New Delhi,"1st Floor, P-13/A, Aacharya Niketan Market, Mayur Vihar Phase 1, New Delhi",Northern Zone,400,1,3,Orange,Average,20,"Fast Food, Burger",No,No,
309346,Kerala Cafe,New Delhi,"Shop 4 & 5, 1st Floor, Block A/18, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Northern Zone,300,1,3.3,Orange,Average,45,"American, Fast Food",Yes,No,
307306,Keuchen Paradise,New Delhi,"A-7, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Northern Zone,300,1,2.8,Orange,Average,8,"Bakery, Desserts",No,No,
18203881,Kook For Health,New Delhi,"A 8, Acharya Niketan Market, Opposite Janta Book Depot, Mayur Vihar Phase 1, New Delhi",Northern Zone,500,2,3.3,Orange,Average,21,"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",Yes,No,
18138441,Lahorian's Sweets & Bakers,New Delhi,"Shop 5, Plot 101, Gali 15, Pratap Nagar, Mayur Vihar Phase 1, New Delhi",Northern Zone,250,1,2.9,Orange,Average,5,Street Food,No,No,
8531,Mr. Baker's,New Delhi,"G2-G3, DAV Complex, LSC, Mayur Vihar Phase 1, New Delhi",Northern Zone,100,1,3,Orange,Average,22,"Bakery, Fast Food",No,No,
18267785,Night Food Delivery,New Delhi,"Near Sikka Plaza, Mayur Vihar Phase 1, New Delhi",Northern Zone,500,2,2.7,Orange,Average,5,"Italian, Continental, European, Cafe",No,No,
8110,Nine 2 Nine Snacks & Restaurant,New Delhi,"B-1/26, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Northern Zone,250,1,2.9,Orange,Average,5,"Italian, Continental, European, Cafe",No,No,
18281964,Punjabi Mirch,New Delhi,"D-35, Acharya Niketan, Near Kukreja Hospital, Mayur Vihar Phase 1, New Delhi",Northern Zone,400,1,3,Orange,Average,4,"Cafe, Pizza, Italian",Yes,No,
2932,Rasoi The Food Express,New Delhi,"38, DDA Market, Jeevan Anmol Hospital, Mayur Vihar Phase 1, New Delhi",Northern Zone,600,2,2.6,Orange,Average,53,Mughlai,No,No,
6182,Republic of Chicken,New Delhi,"G-10, Samachar Market, Mayur Vihar Phase 1, New Delhi",Northern Zone,400,1,2.8,Orange,Average,11,"American, Italian, North Indian, Chinese, Lebanese",No,No,
18324529,Sandwichai,New Delhi,"Sandwichai, Shop no 2,3-Sikka Plaza, Mayur Vihar Phase-1",Northern Zone,350,1,3.3,Orange,Average,58,"Continental, Kashmiri, Italian, North Indian, Moroccan",Yes,No,
308237,SB's Raisins,New Delhi,"A-9/1, Acharya Niketan, Central Market, Mayur Vihar Phase 1, New Delhi",Northern Zone,350,1,2.8,Orange,Average,15,"Cafe, Italian, Lebanese",No,No,
311894,Shanghai Kitchen,New Delhi,"C-19, Opposite Ahlcon International School, Mayur Vihar Phase 1, New Delhi",Northern Zone,300,1,3.1,Orange,Average,26,Chinese,No,No,
300960,Shiv Shakti Restaurant,New Delhi,"11, DDA Market, Pocket 4, Mayur Vihar Phase 1, New Delhi",Northern Zone,200,1,3,Orange,Average,18,"Cafe, Desserts, Bakery",Yes,No,
308222,Smoky Chettinad,New Delhi,"Shop 2, Local Shopping Complex, DDA Market, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Northern Zone,600,2,2.8,Orange,Average,49,"Bakery, Desserts, Fast Food",No,No,
18258510,Spice Fusion,New Delhi,"Shop 12, DDA Local Shoping Center Market, Mayur Vihar Phase 1",Northern Zone,400,1,3.1,Orange,Average,7,"Mediterranean, American, Asian",No,No,
308526,Sweet Toof Designer Cakes,New Delhi,"16-A, Pocket 3, Mayur Vihar Phase 1, New Delhi",Northern Zone,250,1,3.1,Orange,Average,7,"Mughlai, North Indian",No,No,
